case_id,activity,resource,timestamp
Case 4387,closed,Value 5,2010-07-07 13:40:15
Case 4388,assign seriousness,Value 1,2011-12-12 15:52:55
Case 4388,resolve ticket,Value 1,2011-12-12 15:55:41
Case 4388,closed,Value 5,2012-02-09 16:00:27
Case 4389,assign seriousness,Value 1,2013-02-12 08:00:38
Case 4389,take in charge ticket,Value 1,2013-02-27 15:09:14
Case 4389,require upgrade,Value 2,2013-02-27 16:13:50
Case 4389,resolve ticket,Value 1,2013-02-28 15:15:39
Case 4389,closed,Value 3,2013-03-15 15:15:52
Case 439,assign seriousness,Value 4,2012-02-01 08:30:27
Case 439,take in charge ticket,Value 2,2012-02-09 17:05:23
Case 439,resolve ticket,Value 2,2012-02-15 10:07:50
Case 439,closed,Value 5,2012-03-16 10:08:15
Case 4390,assign seriousness,Value 1,2012-03-06 11:21:35
Case 4390,take in charge ticket,Value 1,2012-03-06 11:46:41
Case 4390,resolve ticket,Value 1,2012-03-06 13:39:02
Case 4390,closed,Value 5,2012-04-28 10:30:31
Case 4391,assign seriousness,Value 13,2011-03-09 08:23:24
Case 4391,take in charge ticket,Value 13,2011-03-09 08:24:17
Case 4391,resolve ticket,Value 13,2011-03-09 08:25:38
Case 4391,closed,Value 5,2011-04-28 07:30:33
Case 4392,assign seriousness,Value 2,2010-02-19 16:10:34
Case 4392,assign seriousness,Value 2,2010-02-19 16:11:03
Case 4392,take in charge ticket,Value 2,2010-02-19 16:11:11
Case 4392,resolve ticket,Value 2,2010-02-22 08:49:09
Case 4392,closed,Value 5,2010-03-24 16:20:18
Case 4393,assign seriousness,Value 2,2010-12-09 16:44:19
Case 4393,take in charge ticket,Value 2,2010-12-09 16:45:48
Case 4393,resolve ticket,Value 2,2011-01-18 11:44:03
Case 4393,closed,Value 5,2011-02-02 11:44:21
Case 4394,assign seriousness,Value 13,2012-08-07 12:54:13
Case 4394,take in charge ticket,Value 13,2012-08-07 12:54:21
Case 4394,resolve ticket,Value 13,2012-08-13 12:39:32
Case 4394,closed,Value 5,2012-09-12 13:00:35
Case 4395,assign seriousness,Value 1,2012-05-24 08:29:43
Case 4395,take in charge ticket,Value 1,2012-05-24 08:29:52
Case 4395,wait,Value 1,2012-05-24 09:25:04
Case 4395,take in charge ticket,Value 1,2012-05-24 10:19:09
Case 4395,wait,Value 1,2012-05-28 07:36:19
Case 4395,resolve ticket,Value 1,2012-06-01 12:48:16
Case 4395,closed,Value 5,2012-07-04 14:30:33
Case 4396,assign seriousness,Value 4,2012-08-14 08:35:18
Case 4396,take in charge ticket,Value 4,2012-08-14 08:51:59
Case 4396,resolve ticket,Value 4,2012-08-14 08:58:31
Case 4396,closed,Value 5,2012-09-15 08:40:29
Case 4397,assign seriousness,Value 2,2012-02-03 08:38:06
Case 4397,take in charge ticket,Value 2,2012-02-03 08:38:15
Case 4397,resolve ticket,Value 2,2012-02-03 10:48:08
Case 4397,closed,Value 5,2012-03-14 08:40:26
Case 4398,assign seriousness,Value 1,2012-10-04 15:38:32
Case 4398,take in charge ticket,Value 1,2012-10-08 14:24:24
Case 4398,wait,Value 1,2012-10-22 08:48:50
Case 4398,take in charge ticket,Value 1,2012-10-22 13:34:44
Case 4398,wait,Value 1,2012-10-22 13:44:54
Case 4398,resolve ticket,Value 13,2012-10-22 15:51:06
Case 4398,closed,Value 3,2012-11-06 16:51:25
Case 4399,assign seriousness,Value 8,2011-03-28 08:34:58
Case 4399,take in charge ticket,Value 8,2011-03-28 08:35:13
Case 4399,take in charge ticket,Value 8,2011-03-28 08:35:50
Case 4399,resolve ticket,Value 2,2011-03-30 15:03:11
Case 4399,closed,Value 5,2011-04-28 08:40:26
Case 44,assign seriousness,Value 2,2010-11-29 16:09:19
Case 44,take in charge ticket,Value 2,2010-11-29 16:19:59
Case 44,resolve ticket,Value 2,2010-11-29 16:20:51
Case 44,closed,Value 5,2010-12-31 16:10:28
Case 440,assign seriousness,Value 8,2011-06-07 12:15:58
Case 440,take in charge ticket,Value 8,2011-06-07 12:16:33
Case 440,resolve ticket,Value 2,2011-06-08 08:50:52
Case 440,closed,Value 5,2011-07-23 12:20:44
Case 4400,assign seriousness,Value 8,2010-12-15 11:42:30
Case 4400,take in charge ticket,Value 6,2010-12-15 14:26:02
Case 4400,wait,Value 6,2010-12-15 14:26:18
Case 4400,wait,Value 6,2010-12-15 14:26:19
Case 4400,take in charge ticket,Value 6,2010-12-20 08:17:54
Case 4400,resolve ticket,Value 6,2010-12-20 08:18:58
Case 4400,closed,Value 5,2011-02-03 08:19:23
Case 4401,assign seriousness,Value 8,2011-05-17 13:37:49
Case 4401,take in charge ticket,Value 8,2011-05-17 13:38:11
Case 4401,resolve ticket,Value 8,2011-05-17 15:22:43
Case 4401,closed,Value 5,2011-06-30 13:40:58
Case 4402,assign seriousness,Value 9,2010-09-23 15:51:11
Case 4402,take in charge ticket,Value 7,2010-09-24 10:31:55
Case 4402,wait,Value 7,2010-09-24 10:32:06
Case 4402,wait,Value 2,2010-09-24 13:19:12
Case 4402,take in charge ticket,Value 7,2010-09-27 10:50:53
Case 4402,resolve ticket,Value 7,2010-09-27 10:51:32
Case 4402,closed,Value 5,2010-10-29 14:40:28
Case 4403,assign seriousness,Value 1,2012-05-18 09:46:19
Case 4403,take in charge ticket,Value 9,2012-05-21 07:29:19
Case 4403,resolve ticket,Value 9,2012-05-21 07:55:26
Case 4403,closed,Value 5,2012-06-20 09:50:22
Case 4404,assign seriousness,Value 8,2011-03-07 09:06:21
Case 4404,take in charge ticket,Value 12,2011-03-07 09:47:27
Case 4404,wait,Value 12,2011-03-10 13:58:31
Case 4404,wait,Value 2,2011-03-15 11:44:02
Case 4404,resolve ticket,Value 12,2011-03-31 15:16:01
Case 4404,closed,Value 5,2011-04-15 15:16:18
Case 4405,assign seriousness,Value 13,2011-02-21 08:46:49
Case 4405,take in charge ticket,Value 16,2011-02-22 16:11:01
Case 4405,resolve ticket,Value 16,2011-02-22 16:15:25
Case 4405,closed,Value 5,2011-04-06 07:50:42
Case 4406,assign seriousness,Value 8,2011-02-24 10:13:34
Case 4406,take in charge ticket,Value 8,2011-02-24 10:15:11
Case 4406,take in charge ticket,Value 8,2011-02-24 12:44:44
Case 4406,resolve ticket,Value 16,2011-03-09 12:30:27
Case 4406,closed,Value 5,2011-04-08 11:30:41
Case 4407,assign seriousness,Value 1,2013-03-05 16:13:11
Case 4407,take in charge ticket,Value 2,2013-03-13 08:10:23
Case 4407,wait,Value 2,2013-03-13 11:49:45
Case 4407,resolve ticket,Value 2,2013-04-08 09:54:24
Case 4407,closed,Value 3,2013-04-23 09:54:39
Case 4408,assign seriousness,Value 1,2012-01-26 16:30:04
Case 4408,take in charge ticket,Value 1,2012-01-27 14:06:47
Case 4408,resolve ticket,Value 1,2012-02-06 13:24:46
Case 4408,closed,Value 5,2012-02-28 16:40:28
Case 4409,assign seriousness,Value 13,2011-11-17 16:09:39
Case 4409,take in charge ticket,Value 13,2011-11-18 08:17:32
Case 4409,wait,Value 2,2011-11-18 16:06:41
Case 4409,resolve ticket,Value 13,2011-12-02 13:32:28
Case 4409,closed,Value 5,2012-01-03 13:46:47
Case 441,take in charge ticket,Value 1,2013-09-20 10:16:35
Case 441,resolve ticket,Value 2,2013-10-08 07:25:49
Case 441,resolve ticket,Value 2,2013-10-08 07:25:50
Case 441,closed,Value 3,2013-10-23 07:26:08
Case 4410,assign seriousness,Value 14,2013-05-07 08:37:08
Case 4410,take in charge ticket,Value 9,2013-05-22 10:47:33
Case 4410,wait,Value 9,2013-05-22 14:26:04
Case 4410,take in charge ticket,Value 9,2013-05-23 10:35:40
Case 4410,resolve ticket,Value 9,2013-05-23 10:35:55
Case 4410,closed,Value 3,2013-06-07 10:36:12
Case 4411,assign seriousness,Value 13,2012-06-15 12:58:46
Case 4411,take in charge ticket,Value 2,2012-06-15 15:31:15
Case 4411,wait,Value 2,2012-06-19 07:41:51
Case 4411,take in charge ticket,Value 2,2012-06-21 07:50:56
Case 4411,wait,Value 2,2012-06-21 07:54:24
Case 4411,resolve ticket,Value 2,2012-07-09 07:57:21
Case 4411,closed,Value 5,2012-07-25 13:10:15
Case 4412,insert ticket,Value 12,2010-04-07 15:18:14
Case 4412,assign seriousness,Value 12,2010-04-07 15:18:34
Case 4412,take in charge ticket,Value 12,2010-04-07 15:39:32
Case 4412,resolve ticket,Value 12,2010-04-09 15:14:37
Case 4412,closed,Value 5,2010-05-14 15:20:47
Case 4413,assign seriousness,Value 4,2012-04-05 13:17:34
Case 4413,take in charge ticket,Value 13,2012-04-06 14:25:08
Case 4413,resolve ticket,Value 1,2012-05-04 10:39:43
Case 4413,closed,Value 5,2012-05-19 10:39:59
Case 4414,assign seriousness,Value 8,2011-04-27 10:35:49
Case 4414,take in charge ticket,Value 8,2011-04-27 10:36:00
Case 4414,take in charge ticket,Value 8,2011-04-27 10:36:51
Case 4414,take in charge ticket,Value 13,2011-05-04 11:15:54
Case 4414,resolve ticket,Value 13,2011-05-09 08:57:40
Case 4414,closed,Value 5,2011-05-28 10:40:53
Case 4415,assign seriousness,Value 1,2013-03-19 14:17:58
Case 4415,take in charge ticket,Value 2,2013-04-22 09:55:45
Case 4415,resolve ticket,Value 9,2013-04-22 09:56:31
Case 4415,closed,Value 3,2013-05-07 09:56:44
Case 4416,assign seriousness,Value 1,2012-04-19 07:11:35
Case 4416,take in charge ticket,Value 13,2012-04-19 13:36:15
Case 4416,take in charge ticket,Value 1,2012-04-19 15:36:46
Case 4416,resolve ticket,Value 13,2012-04-20 11:01:03
Case 4416,closed,Value 5,2012-05-22 07:20:25
Case 4417,assign seriousness,Value 14,2013-05-29 11:10:53
Case 4417,wait,Value 2,2013-05-31 07:07:30
Case 4417,resolve ticket,Value 9,2013-06-18 15:59:23
Case 4417,resolve ticket,Value 9,2013-06-18 15:59:24
Case 4417,closed,Value 3,2013-07-03 15:59:34
Case 4418,assign seriousness,Value 2,2012-07-09 09:39:00
Case 4418,take in charge ticket,Value 1,2012-07-09 10:03:03
Case 4418,resolve ticket,Value 1,2012-07-09 10:23:25
Case 4418,closed,Value 5,2012-09-01 08:12:52
Case 4419,assign seriousness,Value 4,2012-08-08 11:07:12
Case 4419,wait,Value 13,2012-08-13 13:06:37
Case 4419,resolve ticket,Value 4,2012-08-27 10:50:56
Case 4419,closed,Value 3,2012-09-11 10:51:13
Case 442,assign seriousness,Value 8,2011-02-18 11:17:32
Case 442,take in charge ticket,Value 16,2011-02-18 17:47:39
Case 442,resolve ticket,Value 16,2011-02-18 17:55:57
Case 442,closed,Value 5,2011-04-03 10:20:41
Case 4420,assign seriousness,Value 1,2012-06-12 14:07:49
Case 4420,take in charge ticket,Value 12,2012-06-14 11:06:09
Case 4420,resolve ticket,Value 12,2012-06-14 12:45:13
Case 4420,closed,Value 5,2012-07-26 14:10:36
Case 4421,assign seriousness,Value 14,2013-05-13 16:10:19
Case 4421,take in charge ticket,Value 9,2013-05-28 12:39:38
Case 4421,wait,Value 9,2013-05-29 09:13:55
Case 4421,resolve ticket,Value 9,2013-06-03 15:33:25
Case 4421,closed,Value 3,2013-06-18 15:33:39
Case 4422,assign seriousness,Value 1,2012-08-03 08:51:46
Case 4422,take in charge ticket,Value 1,2012-08-03 08:51:56
Case 4422,resolve ticket,Value 1,2012-08-03 09:01:31
Case 4422,closed,Value 5,2012-09-08 09:00:32
Case 4423,assign seriousness,Value 1,2013-03-19 17:13:29
Case 4423,assign seriousness,Value 9,2013-04-04 07:44:08
Case 4423,take in charge ticket,Value 9,2013-04-04 07:44:14
Case 4423,resolve ticket,Value 9,2013-04-04 11:02:03
Case 4423,closed,Value 3,2013-04-19 11:02:25
Case 4424,assign seriousness,Value 1,2012-12-12 13:26:34
Case 4424,take in charge ticket,Value 9,2012-12-20 08:35:05
Case 4424,wait,Value 9,2012-12-20 09:49:29
Case 4424,resolve ticket,Value 9,2012-12-28 13:50:32
Case 4424,closed,Value 3,2013-01-12 13:50:53
Case 4425,assign seriousness,Value 2,2010-12-07 15:39:13
Case 4425,take in charge ticket,Value 2,2010-12-07 15:40:16
Case 4425,resolve ticket,Value 2,2010-12-28 11:35:39
Case 4425,closed,Value 5,2011-01-27 11:36:05
Case 4426,assign seriousness,Value 2,2013-11-19 10:15:32
Case 4426,take in charge ticket,Value 9,2013-12-03 11:17:38
Case 4426,wait,Value 9,2013-12-03 15:54:54
Case 4426,resolve ticket,Value 9,2013-12-06 16:10:33
Case 4426,closed,Value 3,2013-12-21 16:10:51
Case 4427,assign seriousness,Value 1,2011-11-24 16:51:00
Case 4427,take in charge ticket,Value 9,2011-11-24 16:57:16
Case 4427,wait,Value 9,2011-12-05 08:43:12
Case 4427,resolve ticket,Value 9,2011-12-05 14:28:40
Case 4427,closed,Value 5,2011-12-27 17:00:17
Case 4428,assign seriousness,Value 11,2010-08-13 09:14:03
Case 4428,take in charge ticket,Value 11,2010-08-13 09:24:35
Case 4428,resolve ticket,Value 11,2010-09-03 11:51:45
Case 4428,closed,Value 5,2010-09-18 11:52:10
Case 4429,assign seriousness,Value 1,2012-03-07 10:58:25
Case 4429,take in charge ticket,Value 13,2012-03-08 13:54:04
Case 4429,resolve ticket,Value 13,2012-03-09 14:46:32
Case 4429,closed,Value 5,2012-04-07 10:01:09
Case 443,assign seriousness,Value 8,2011-03-10 11:06:41
Case 443,assign seriousness,Value 8,2011-03-10 11:08:14
Case 443,take in charge ticket,Value 8,2011-03-10 11:15:07
Case 443,resolve ticket,Value 2,2011-03-10 14:21:58
Case 443,closed,Value 5,2011-04-12 10:12:18
Case 4430,assign seriousness,Value 1,2012-07-24 09:31:05
Case 4430,take in charge ticket,Value 4,2012-07-24 12:13:56
Case 4430,resolve ticket,Value 4,2012-07-24 14:28:24
Case 4430,closed,Value 5,2012-09-01 08:14:01
Case 4431,assign seriousness,Value 14,2013-04-30 08:37:08
Case 4431,take in charge ticket,Value 9,2013-05-14 09:38:29
Case 4431,wait,Value 14,2013-05-15 10:08:26
Case 4431,resolve ticket,Value 14,2013-06-03 08:27:13
Case 4431,closed,Value 3,2013-06-18 08:27:28
Case 4432,assign seriousness,Value 8,2011-03-29 09:07:26
Case 4432,take in charge ticket,Value 8,2011-03-29 09:10:05
Case 4432,resolve ticket,Value 8,2011-03-29 09:11:51
Case 4432,closed,Value 5,2011-04-29 09:10:30
Case 4433,take in charge ticket,Value 1,2011-12-21 16:51:28
Case 4433,wait,Value 13,2012-01-18 14:21:05
Case 4433,resolve ticket,Value 13,2012-01-19 16:17:51
Case 4433,closed,Value 5,2012-02-03 16:18:13
Case 4434,assign seriousness,Value 8,2011-03-03 15:43:57
Case 4434,take in charge ticket,Value 8,2011-03-03 15:45:10
Case 4434,wait,Value 2,2011-03-10 14:35:18
Case 4434,take in charge ticket,Value 2,2011-03-15 13:25:35
Case 4434,resolve ticket,Value 2,2011-03-15 13:25:48
Case 4434,take in charge ticket,Value 8,2011-03-21 10:01:10
Case 4434,resolve ticket,Value 2,2011-03-24 09:19:04
Case 4434,closed,Value 5,2011-04-08 08:19:10
Case 4435,assign seriousness,Value 8,2011-05-18 08:45:27
Case 4435,take in charge ticket,Value 8,2011-05-18 08:45:53
Case 4435,resolve ticket,Value 9,2011-05-18 16:06:48
Case 4435,closed,Value 5,2011-07-16 08:50:42
Case 4436,assign seriousness,Value 1,2011-09-23 07:06:00
Case 4436,take in charge ticket,Value 1,2011-09-26 13:38:29
Case 4436,resolve ticket,Value 1,2011-09-29 08:42:06
Case 4436,take in charge ticket,Value 1,2011-09-29 09:23:39
Case 4436,resolve ticket,Value 6,2011-09-30 14:00:08
Case 4436,closed,Value 5,2011-11-10 08:10:26
Case 4437,assign seriousness,Value 4,2011-10-17 08:53:02
Case 4437,take in charge ticket,Value 4,2011-10-17 08:53:26
Case 4437,resolve ticket,Value 4,2011-10-17 09:01:11
Case 4437,closed,Value 5,2011-11-30 10:02:33
Case 4438,assign seriousness,Value 2,2011-07-14 12:22:44
Case 4438,take in charge ticket,Value 2,2011-07-14 14:06:11
Case 4438,resolve ticket,Value 2,2011-07-14 14:18:17
Case 4438,take in charge ticket,Value 2,2011-07-14 15:45:47
Case 4438,resolve ticket,Value 2,2011-07-15 12:18:51
Case 4438,closed,Value 5,2011-08-16 12:30:19
Case 4439,assign seriousness,Value 2,2011-01-18 14:23:46
Case 4439,take in charge ticket,Value 12,2011-01-18 14:36:54
Case 4439,resolve ticket,Value 12,2011-01-18 14:46:57
Case 4439,closed,Value 5,2011-02-18 14:30:27
Case 444,assign seriousness,Value 13,2012-07-19 10:45:18
Case 444,take in charge ticket,Value 13,2012-07-23 14:27:42
Case 444,resolve ticket,Value 13,2012-07-25 12:52:04
Case 444,closed,Value 5,2012-09-09 10:50:32
Case 4440,assign seriousness,Value 9,2010-07-08 08:09:12
Case 4440,take in charge ticket,Value 2,2010-07-29 09:44:27
Case 4440,resolve ticket,Value 2,2010-07-29 09:46:20
Case 4440,closed,Value 5,2010-08-13 09:46:28
Case 4441,assign seriousness,Value 8,2011-02-09 09:35:37
Case 4441,take in charge ticket,Value 2,2011-02-18 14:38:36
Case 4441,resolve ticket,Value 2,2011-02-18 14:55:32
Case 4441,closed,Value 5,2011-04-03 07:18:10
Case 4442,assign seriousness,Value 2,2010-10-13 16:01:54
Case 4442,assign seriousness,Value 2,2010-10-15 07:41:52
Case 4442,assign seriousness,Value 2,2010-10-15 07:41:52
Case 4442,take in charge ticket,Value 2,2010-10-15 07:41:58
Case 4442,wait,Value 7,2010-10-15 10:25:42
Case 4442,take in charge ticket,Value 2,2010-10-19 10:01:19
Case 4442,wait,Value 2,2010-10-19 10:01:28
Case 4442,take in charge ticket,Value 7,2010-10-20 15:04:42
Case 4442,resolve ticket,Value 7,2010-10-20 15:04:57
Case 4442,closed,Value 5,2010-11-18 12:00:32
Case 4443,assign seriousness,Value 13,2011-07-13 09:58:55
Case 4443,take in charge ticket,Value 16,2011-07-14 09:03:02
Case 4443,resolve ticket,Value 16,2011-07-14 09:03:17
Case 4443,closed,Value 5,2011-08-26 10:00:37
Case 4444,assign seriousness,Value 1,2012-07-24 15:05:30
Case 4444,take in charge ticket,Value 13,2012-07-31 15:22:15
Case 4444,resolve ticket,Value 13,2012-08-03 07:49:29
Case 4444,closed,Value 5,2012-09-02 07:49:48
Case 4445,assign seriousness,Value 1,2011-10-04 09:16:43
Case 4445,take in charge ticket,Value 12,2011-10-04 12:41:01
Case 4445,resolve ticket,Value 12,2011-10-04 12:50:41
Case 4445,closed,Value 5,2011-11-17 10:21:14
Case 4446,assign seriousness,Value 1,2012-05-17 07:35:33
Case 4446,take in charge ticket,Value 1,2012-05-17 07:36:25
Case 4446,resolve ticket,Value 1,2012-05-18 09:33:27
Case 4446,closed,Value 5,2012-06-19 07:40:59
Case 4447,assign seriousness,Value 12,2011-09-05 14:43:09
Case 4447,take in charge ticket,Value 12,2011-09-09 12:28:49
Case 4447,resolve ticket,Value 7,2011-09-23 11:05:04
Case 4447,closed,Value 5,2011-10-13 12:57:24
Case 4448,assign seriousness,Value 1,2012-01-09 09:55:51
Case 4448,take in charge ticket,Value 2,2012-01-16 08:38:28
Case 4448,resolve ticket,Value 2,2012-01-31 09:34:24
Case 4448,closed,Value 5,2012-02-15 09:34:44
Case 4449,assign seriousness,Value 2,2011-12-19 10:00:55
Case 4449,take in charge ticket,Value 2,2011-12-19 10:01:06
Case 4449,resolve ticket,Value 1,2011-12-20 13:51:22
Case 4449,closed,Value 5,2012-02-03 10:10:42
Case 445,assign seriousness,Value 8,2011-05-16 09:25:43
Case 445,take in charge ticket,Value 8,2011-05-16 09:26:52
Case 445,resolve ticket,Value 9,2011-05-16 13:04:16
Case 445,closed,Value 5,2011-07-01 09:30:33
Case 4450,assign seriousness,Value 8,2011-06-27 09:45:32
Case 4450,assign seriousness,Value 8,2011-06-27 09:45:52
Case 4450,take in charge ticket,Value 2,2011-06-29 15:26:53
Case 4450,resolve ticket,Value 2,2011-06-29 15:33:37
Case 4450,closed,Value 5,2011-08-12 09:50:54
Case 4451,assign seriousness,Value 7,2010-10-04 08:31:15
Case 4451,take in charge ticket,Value 2,2010-10-05 15:08:21
Case 4451,resolve ticket,Value 2,2010-10-05 15:09:00
Case 4451,closed,Value 5,2010-11-04 09:40:25
Case 4452,assign seriousness,Value 1,2012-03-14 11:32:41
Case 4452,take in charge ticket,Value 1,2012-03-14 11:32:51
Case 4452,resolve ticket,Value 1,2012-03-14 13:40:38
Case 4452,closed,Value 5,2012-04-14 10:40:27
Case 4453,assign seriousness,Value 8,2011-04-26 09:08:03
Case 4453,take in charge ticket,Value 8,2011-04-26 09:13:06
Case 4453,wait,Value 2,2011-04-26 09:18:33
Case 4453,take in charge ticket,Value 2,2011-04-26 13:39:17
Case 4453,resolve ticket,Value 2,2011-04-26 15:20:46
Case 4453,closed,Value 5,2011-06-10 15:21:19
Case 4454,assign seriousness,Value 8,2011-02-14 11:20:15
Case 4454,take in charge ticket,Value 8,2011-02-14 11:20:58
Case 4454,wait,Value 12,2011-02-28 08:23:49
Case 4454,wait,Value 2,2011-02-28 13:38:43
Case 4454,resolve ticket,Value 12,2011-03-16 15:12:16
Case 4454,closed,Value 5,2011-04-02 14:15:17
Case 4455,assign seriousness,Value 1,2012-05-09 14:13:40
Case 4455,take in charge ticket,Value 1,2012-05-09 14:13:49
Case 4455,resolve ticket,Value 1,2012-05-09 14:37:29
Case 4455,closed,Value 5,2012-06-09 14:20:24
Case 4456,assign seriousness,Value 10,2012-10-04 07:18:43
Case 4456,take in charge ticket,Value 10,2012-10-04 07:19:53
Case 4456,wait,Value 1,2012-11-07 14:46:33
Case 4456,resolve ticket,Value 1,2012-11-09 13:45:19
Case 4456,closed,Value 3,2012-11-24 13:45:35
Case 4457,assign seriousness,Value 2,2012-03-20 11:43:52
Case 4457,take in charge ticket,Value 2,2012-03-20 11:44:09
Case 4457,resolve ticket,Value 2,2012-03-20 11:46:22
Case 4457,closed,Value 5,2012-04-20 10:50:33
Case 4458,assign seriousness,Value 8,2011-06-07 14:25:54
Case 4458,take in charge ticket,Value 8,2011-06-07 14:26:14
Case 4458,take in charge ticket,Value 8,2011-06-07 14:41:58
Case 4458,resolve ticket,Value 10,2011-06-13 16:15:26
Case 4458,closed,Value 5,2011-07-08 14:30:31
Case 4459,assign seriousness,Value 1,2012-02-10 10:01:32
Case 4459,take in charge ticket,Value 9,2012-02-10 14:19:12
Case 4459,wait,Value 9,2012-02-13 09:57:14
Case 4459,resolve ticket,Value 9,2012-02-15 16:43:38
Case 4459,closed,Value 5,2012-03-23 17:00:31
Case 446,assign seriousness,Value 9,2013-04-11 11:06:13
Case 446,take in charge ticket,Value 9,2013-04-29 07:58:49
Case 446,wait,Value 9,2013-04-29 08:29:49
Case 446,resolve ticket,Value 9,2013-04-30 15:01:23
Case 446,closed,Value 3,2013-05-15 15:01:37
Case 4460,assign seriousness,Value 2,2012-05-18 07:20:21
Case 4460,take in charge ticket,Value 2,2012-05-18 07:32:34
Case 4460,resolve ticket,Value 2,2012-05-18 08:27:51
Case 4460,closed,Value 5,2012-06-20 07:30:19
Case 4461,assign seriousness,Value 1,2012-07-27 14:50:44
Case 4461,take in charge ticket,Value 13,2012-07-31 14:36:19
Case 4461,resolve ticket,Value 13,2012-08-06 08:58:07
Case 4461,closed,Value 5,2012-09-13 15:00:47
Case 4462,assign seriousness,Value 2,2010-10-19 12:48:46
Case 4462,take in charge ticket,Value 2,2010-10-19 13:10:38
Case 4462,resolve ticket,Value 2,2010-10-20 07:52:31
Case 4462,closed,Value 5,2010-11-20 13:51:55
Case 4463,assign seriousness,Value 18,2013-10-30 11:44:16
Case 4463,take in charge ticket,Value 18,2013-10-30 13:13:11
Case 4463,create sw anomaly,Value 18,2013-11-04 16:35:21
Case 4463,create sw anomaly,Value 1,2013-11-14 15:54:56
Case 4463,resolve sw anomaly,Value 22,2013-11-28 16:17:15
Case 4463,resolve sw anomaly,Value 22,2013-11-28 16:17:18
Case 4463,require upgrade,Value 2,2013-11-28 17:07:07
Case 4463,create sw anomaly,Value 2,2013-11-29 11:35:18
Case 4463,resolve ticket,Value 1,2013-12-23 08:11:51
Case 4464,assign seriousness,Value 13,2011-07-14 12:44:49
Case 4464,assign seriousness,Value 2,2011-07-15 10:17:15
Case 4464,take in charge ticket,Value 7,2011-07-15 10:56:30
Case 4464,resolve ticket,Value 7,2011-07-15 10:57:53
Case 4464,closed,Value 5,2011-08-27 12:51:05
Case 4465,assign seriousness,Value 1,2013-08-19 09:06:42
Case 4465,take in charge ticket,Value 2,2013-09-04 15:26:15
Case 4465,wait,Value 14,2013-09-05 09:43:56
Case 4465,resolve ticket,Value 14,2013-09-10 10:00:17
Case 4465,closed,Value 3,2013-09-25 10:00:36
Case 4466,assign seriousness,Value 1,2012-05-11 07:50:25
Case 4466,wait,Value 6,2012-05-11 12:14:20
Case 4466,resolve ticket,Value 6,2012-05-22 07:08:08
Case 4466,closed,Value 5,2012-06-20 07:10:19
Case 4467,assign seriousness,Value 8,2011-06-27 15:22:36
Case 4467,assign seriousness,Value 8,2011-06-27 15:31:36
Case 4467,assign seriousness,Value 2,2011-07-05 07:35:49
Case 4467,take in charge ticket,Value 7,2011-07-13 09:41:54
Case 4467,wait,Value 7,2011-07-13 09:42:05
Case 4467,take in charge ticket,Value 7,2011-07-19 16:11:18
Case 4467,resolve ticket,Value 7,2011-07-19 16:11:29
Case 4467,closed,Value 5,2011-08-03 16:11:46
Case 4468,assign seriousness,Value 1,2012-05-03 12:46:00
Case 4468,resolve ticket,Value 1,2012-05-03 13:09:05
Case 4468,closed,Value 5,2012-06-05 12:50:30
Case 4469,assign seriousness,Value 1,2012-08-01 07:06:00
Case 4469,take in charge ticket,Value 1,2012-08-01 07:06:14
Case 4469,resolve ticket,Value 1,2012-08-01 07:35:37
Case 4469,closed,Value 5,2012-09-08 07:10:42
Case 447,assign seriousness,Value 1,2013-03-13 17:27:23
Case 447,resolve ticket,Value 1,2013-03-29 10:28:24
Case 447,closed,Value 3,2013-04-13 09:28:47
Case 4470,assign seriousness,Value 15,2010-11-29 08:58:09
Case 4470,take in charge ticket,Value 14,2010-11-29 09:58:26
Case 4470,resolve ticket,Value 14,2010-11-29 13:51:46
Case 4470,closed,Value 5,2010-12-31 09:00:25
Case 4471,assign seriousness,Value 1,2011-09-27 14:30:09
Case 4471,take in charge ticket,Value 15,2011-09-29 14:44:34
Case 4471,resolve ticket,Value 15,2011-09-29 15:06:25
Case 4471,closed,Value 5,2011-11-10 15:40:36
Case 4472,assign seriousness,Value 1,2011-11-08 15:49:42
Case 4472,take in charge ticket,Value 10,2011-11-10 13:39:53
Case 4472,resolve ticket,Value 4,2011-11-15 14:22:10
Case 4472,take in charge ticket,Value 10,2011-11-18 09:38:45
Case 4472,resolve ticket,Value 4,2011-11-18 11:39:52
Case 4472,closed,Value 5,2011-12-18 11:40:11
Case 4473,assign seriousness,Value 8,2010-12-20 08:50:49
Case 4473,take in charge ticket,Value 7,2010-12-20 12:02:22
Case 4473,resolve ticket,Value 7,2010-12-20 12:03:42
Case 4473,closed,Value 5,2011-01-26 09:00:31
Case 4474,assign seriousness,Value 9,2011-07-19 09:12:51
Case 4474,take in charge ticket,Value 9,2011-07-19 09:13:14
Case 4474,resolve ticket,Value 9,2011-07-19 12:18:53
Case 4474,closed,Value 5,2011-09-03 09:20:39
Case 4475,assign seriousness,Value 1,2012-07-16 13:45:42
Case 4475,take in charge ticket,Value 1,2012-07-16 13:45:50
Case 4475,resolve ticket,Value 1,2012-08-22 12:23:20
Case 4475,closed,Value 3,2012-09-06 12:23:38
Case 4476,assign seriousness,Value 1,2011-09-29 09:43:28
Case 4476,take in charge ticket,Value 1,2011-09-29 10:00:34
